equipment_id,sensor_type,timestamp,value,unit,sensor_id,data_source,quality_flag
EQ-0089,pressure,2026-05-25T14:59:21.527981,96.52,psi,EQ-0089-pressure-001,SCADA_v2.3,GOOD
EQ-0086,temperature,2026-05-25T14:59:21.701786,,celsius,EQ-0086-temperature-001,SCADA_v2.3,MISSING
EQ-0063,pressure,2026-05-25T14:59:22.876594,93.03,psi,EQ-0063-pressure-001,SCADA_v2.3,GOOD
EQ-0012,vibration,2026-05-25T14:59:23.443610,0.0025,mm_per_sec,EQ-0012-vibration-001,SCADA_v2.3,GOOD
EQ-0085,vibration,2026-05-25T14:59:24.213799,0.0082,mm_per_sec,EQ-0085-vibration-001,SCADA_v2.3,GOOD
EQ-0052,vibration,2026-05-25T14:59:24.295605,0.0675,mm_per_sec,EQ-0052-vibration-001,SCADA_v2.3,GOOD
EQ-0085,vibration,2026-05-25T14:59:24.317302,0.0019,mm_per_sec,EQ-0085-vibration-001,SCADA_v2.3,GOOD
EQ-0058,temperature,2026-05-25T14:59:24.695211,51.67,celsius,EQ-0058-temperature-001,SCADA_v2.3,GOOD
EQ-0014,power_consumption,2026-05-25T14:59:24.741069,31.01,kw,EQ-0014-power_consumption-001,SCADA_v2.3,GOOD
EQ-0007,power_consumption,2026-05-25T14:59:24.761722,10.0,kw,EQ-0007-power_consumption-001,SCADA_v2.3,GOOD
EQ-0060,temperature,2026-05-25T14:59:24.857037,61.68,celsius,EQ-0060-temperature-001,SCADA_v2.3,GOOD
EQ-0028,power_consumption,2026-05-25T14:59:25.543993,146.37,kw,EQ-0028-power_consumption-001,SCADA_v2.3,GOOD
EQ-0046,pressure,2026-05-25T14:59:25.706012,93.53,psi,EQ-0046-pressure-001,SCADA_v2.3,GOOD
EQ-0099,vibration,2026-05-25T14:59:26.009915,0.0356,mm_per_sec,EQ-0099-vibration-001,SCADA_v2.3,GOOD
EQ-0098,power_consumption,2026-05-25T14:59:26.022284,92.4,kw,EQ-0098-power_consumption-001,SCADA_v2.3,GOOD
EQ-0021,power_consumption,2026-05-25T14:59:26.618866,44.89,kw,EQ-0021-power_consumption-001,SCADA_v2.3,GOOD
EQ-0057,power_consumption,2026-05-25T14:59:26.991927,146.9,kw,EQ-0057-power_consumption-001,SCADA_v2.3,GOOD
EQ-0059,temperature,2026-05-25T14:59:27.359614,N/A,celsius,EQ-0059-temperature-001,SCADA_v2.3,INVALID
EQ-0087,pressure,2026-05-25T14:59:27.881879,81.79,psi,EQ-0087-pressure-001,SCADA_v2.3,GOOD
EQ-0061,temperature,2026-05-25T14:59:28.651252,66.8,celsius,EQ-0061-temperature-001,SCADA_v2.3,GOOD
EQ-0064,vibration,2026-05-25T14:59:29.309783,0.0013,mm_per_sec,EQ-0064-vibration-001,SCADA_v2.3,GOOD
EQ-0030,pressure,2026-05-25T14:59:29.342403,108.65,psi,EQ-0030-pressure-001,SCADA_v2.3,GOOD
EQ-0033,temperature,2026-05-25T14:59:29.548497,,celsius,EQ-0033-temperature-001,SCADA_v2.3,MISSING
EQ-0075,pressure,2026-05-25T14:59:29.548765,117.83,psi,EQ-0075-pressure-001,SCADA_v2.3,GOOD
EQ-0042,pressure,2026-05-25T14:59:29.870959,92.91,psi,EQ-0042-pressure-001,SCADA_v2.3,GOOD
EQ-0030,power_consumption,2026-05-25T14:59:30.013492,66.88,kw,EQ-0030-power_consumption-001,SCADA_v2.3,GOOD
EQ-0050,pressure,2026-05-25T14:59:30.161122,84.82,psi,EQ-0050-pressure-001,SCADA_v2.3,GOOD
EQ-0020,power_consumption,2026-05-25T14:59:30.517414,75.48,kw,EQ-0020-power_consumption-001,SCADA_v2.3,GOOD
EQ-0088,vibration,2026-05-25T14:59:30.657783,0.0182,mm_per_sec,EQ-0088-vibration-001,SCADA_v2.3,GOOD
EQ-0098,power_consumption,2026-05-25T14:59:32.018933,226.52,kw,EQ-0098-power_consumption-001,SCADA_v2.3,GOOD
EQ-0098,vibration,2026-05-25T14:59:32.875629,0.0914,mm_per_sec,EQ-0098-vibration-001,SCADA_v2.3,GOOD
EQ-0083,power_consumption,2026-05-25T14:59:33.203816,91.34,kw,EQ-0083-power_consumption-001,SCADA_v2.3,GOOD
EQ-0079,vibration,2026-05-25T14:59:33.643736,0.051,mm_per_sec,EQ-0079-vibration-001,SCADA_v2.3,GOOD
EQ-0045,temperature,2026-05-25T14:59:33.850382,59.19,celsius,EQ-0045-temperature-001,SCADA_v2.3,GOOD
EQ-0068,power_consumption,2026-05-25T14:59:33.850421,45.36,kw,EQ-0068-power_consumption-001,SCADA_v2.3,GOOD
EQ-0094,power_consumption,2026-05-25T14:59:33.934918,78.09,kw,EQ-0094-power_consumption-001,SCADA_v2.3,GOOD
EQ-0004,pressure,2026-05-25T14:59:34.223346,99.48,psi,EQ-0004-pressure-001,SCADA_v2.3,GOOD
EQ-0064,power_consumption,2026-05-25T14:59:34.251979,85.96,kw,EQ-0064-power_consumption-001,SCADA_v2.3,GOOD
EQ-0062,pressure,2026-05-25T14:59:34.866817,90.61,psi,EQ-0062-pressure-001,SCADA_v2.3,GOOD
EQ-0033,pressure,2026-05-25T14:59:35.035154,98.59,psi,EQ-0033-pressure-001,SCADA_v2.3,GOOD
EQ-0006,pressure,2026-05-25T14:59:35.206159,106.49,psi,EQ-0006-pressure-001,SCADA_v2.3,GOOD
EQ-0036,pressure,2026-05-25T14:59:35.254028,92.02,psi,EQ-0036-pressure-001,SCADA_v2.3,GOOD
EQ-0064,vibration,2026-05-25T14:59:35.504448,0.022,mm_per_sec,EQ-0064-vibration-001,SCADA_v2.3,GOOD
EQ-0094,power_consumption,2026-05-25T14:59:35.536529,N/A,kw,EQ-0094-power_consumption-001,SCADA_v2.3,INVALID
EQ-0067,vibration,2026-05-25T14:59:35.622443,,mm_per_sec,EQ-0067-vibration-001,SCADA_v2.3,MISSING
EQ-0044,pressure,2026-05-25T14:59:36.827044,96.86,psi,EQ-0044-pressure-001,SCADA_v2.3,GOOD
EQ-0020,vibration,2026-05-25T14:59:36.913492,0.0049,mm_per_sec,EQ-0020-vibration-001,SCADA_v2.3,GOOD
EQ-0025,vibration,2026-05-25T14:59:37.514536,0.01,mm_per_sec,EQ-0025-vibration-001,SCADA_v2.3,GOOD
EQ-0033,temperature,2026-05-25T14:59:38.550441,54.44,celsius,EQ-0033-temperature-001,SCADA_v2.3,GOOD
EQ-0074,power_consumption,2026-05-25T14:59:38.788518,36.27,kw,EQ-0074-power_consumption-001,SCADA_v2.3,GOOD
EQ-0096,temperature,2026-05-25T14:59:39.657089,61.37,celsius,EQ-0096-temperature-001,SCADA_v2.3,GOOD
EQ-0005,vibration,2026-05-25T14:59:39.697160,N/A,mm_per_sec,EQ-0005-vibration-001,SCADA_v2.3,INVALID
EQ-0025,vibration,2026-05-25T14:59:40.573841,0.0013,mm_per_sec,EQ-0025-vibration-001,SCADA_v2.3,GOOD
EQ-0056,power_consumption,2026-05-25T14:59:40.657787,43.77,kw,EQ-0056-power_consumption-001,SCADA_v2.3,GOOD
EQ-0057,pressure,2026-05-25T14:59:40.982783,104.13,psi,EQ-0057-pressure-001,SCADA_v2.3,GOOD
EQ-0093,pressure,2026-05-25T14:59:41.281491,90.63,psi,EQ-0093-pressure-001,SCADA_v2.3,GOOD
EQ-0051,vibration,2026-05-25T14:59:42.500786,0.0233,mm_per_sec,EQ-0051-vibration-001,SCADA_v2.3,GOOD
EQ-0077,temperature,2026-05-25T14:59:42.676999,54.14,celsius,EQ-0077-temperature-001,SCADA_v2.3,GOOD
EQ-0022,power_consumption,2026-05-25T14:59:43.256979,52.06,kw,EQ-0022-power_consumption-001,SCADA_v2.3,GOOD
EQ-0087,temperature,2026-05-25T14:59:43.887159,65.98,celsius,EQ-0087-temperature-001,SCADA_v2.3,GOOD
EQ-0021,power_consumption,2026-05-25T14:59:44.220606,72.73,kw,EQ-0021-power_consumption-001,SCADA_v2.3,GOOD
EQ-0024,power_consumption,2026-05-25T14:59:45.153997,10.47,kw,EQ-0024-power_consumption-001,SCADA_v2.3,GOOD
EQ-0054,power_consumption,2026-05-25T14:59:45.321295,57.8,kw,EQ-0054-power_consumption-001,SCADA_v2.3,GOOD
EQ-0095,pressure,2026-05-25T14:59:45.704199,107.32,psi,EQ-0095-pressure-001,SCADA_v2.3,GOOD
EQ-0093,power_consumption,2026-05-25T14:59:45.707973,151.25,kw,EQ-0093-power_consumption-001,SCADA_v2.3,GOOD
EQ-0015,power_consumption,2026-05-25T14:59:45.893496,63.48,kw,EQ-0015-power_consumption-001,SCADA_v2.3,GOOD
EQ-0023,temperature,2026-05-25T14:59:46.038507,50.33,celsius,EQ-0023-temperature-001,SCADA_v2.3,GOOD
EQ-0046,vibration,2026-05-25T14:59:46.388375,0.0787,mm_per_sec,EQ-0046-vibration-001,SCADA_v2.3,GOOD
EQ-0004,temperature,2026-05-25T14:59:47.264183,43.74,celsius,EQ-0004-temperature-001,SCADA_v2.3,GOOD
EQ-0033,power_consumption,2026-05-25T14:59:47.342275,36.69,kw,EQ-0033-power_consumption-001,SCADA_v2.3,GOOD
EQ-0033,power_consumption,2026-05-25T14:59:47.342275,36.69,kw,EQ-0033-power_consumption-001,SCADA_v2.3,GOOD
EQ-0054,power_consumption,2026-05-25T14:59:47.560585,25.74,kw,EQ-0054-power_consumption-001,SCADA_v2.3,GOOD
EQ-0039,pressure,2026-05-25T14:59:47.706141,89.35,psi,EQ-0039-pressure-001,SCADA_v2.3,GOOD
EQ-0063,power_consumption,2026-05-25T14:59:47.980012,31.72,kw,EQ-0063-power_consumption-001,SCADA_v2.3,GOOD
EQ-0003,vibration,2026-05-25T14:59:48.041022,0.035,mm_per_sec,EQ-0003-vibration-001,SCADA_v2.3,GOOD
EQ-0045,power_consumption,2026-05-25T14:59:48.418418,99.58,kw,EQ-0045-power_consumption-001,SCADA_v2.3,GOOD
EQ-0086,temperature,2026-05-25T14:59:49.038615,47.11,celsius,EQ-0086-temperature-001,SCADA_v2.3,GOOD
EQ-0046,power_consumption,2026-05-25T14:59:49.672025,,kw,EQ-0046-power_consumption-001,SCADA_v2.3,MISSING
EQ-0074,temperature,2026-05-25T14:59:49.829747,60.44,celsius,EQ-0074-temperature-001,SCADA_v2.3,GOOD
EQ-0018,pressure,2026-05-25T14:59:49.986843,,psi,EQ-0018-pressure-001,SCADA_v2.3,MISSING
EQ-0074,power_consumption,2026-05-25T14:59:50.230241,33.74,kw,EQ-0074-power_consumption-001,SCADA_v2.3,GOOD
EQ-0040,power_consumption,2026-05-25T14:59:50.471499,21.18,kw,EQ-0040-power_consumption-001,SCADA_v2.3,GOOD
EQ-0058,temperature,2026-05-25T14:59:50.546655,49.92,celsius,EQ-0058-temperature-001,SCADA_v2.3,GOOD
EQ-0096,pressure,2026-05-25T14:59:50.878883,103.14,psi,EQ-0096-pressure-001,SCADA_v2.3,GOOD
EQ-0081,temperature,2026-05-25T14:59:51.383404,59.24,celsius,EQ-0081-temperature-001,SCADA_v2.3,GOOD
EQ-0027,temperature,2026-05-25T14:59:51.559583,N/A,celsius,EQ-0027-temperature-001,SCADA_v2.3,INVALID
EQ-0006,temperature,2026-05-25T14:59:51.605891,58.28,celsius,EQ-0006-temperature-001,SCADA_v2.3,GOOD
EQ-0083,pressure,2026-05-25T14:59:52.008517,94.45,psi,EQ-0083-pressure-001,SCADA_v2.3,GOOD
EQ-0021,vibration,2026-05-25T14:59:52.288688,0.042,mm_per_sec,EQ-0021-vibration-001,SCADA_v2.3,GOOD
EQ-0030,temperature,2026-05-25T14:59:52.739465,64.8,celsius,EQ-0030-temperature-001,SCADA_v2.3,GOOD
EQ-0099,pressure,2026-05-25T14:59:52.754984,101.57,psi,EQ-0099-pressure-001,SCADA_v2.3,GOOD
EQ-0074,pressure,2026-05-25T14:59:52.789296,109.57,psi,EQ-0074-pressure-001,SCADA_v2.3,GOOD
EQ-0027,power_consumption,2026-05-25T14:59:53.154099,123.33,kw,EQ-0027-power_consumption-001,SCADA_v2.3,GOOD
EQ-0022,pressure,2026-05-25T14:59:53.217570,,psi,EQ-0022-pressure-001,SCADA_v2.3,MISSING
EQ-0069,pressure,2026-05-25T14:59:53.353640,92.04,psi,EQ-0069-pressure-001,SCADA_v2.3,GOOD
EQ-0063,power_consumption,2026-05-25T14:59:54.135686,,kw,EQ-0063-power_consumption-001,SCADA_v2.3,MISSING
EQ-0012,power_consumption,2026-05-25T14:59:54.140087,57.71,kw,EQ-0012-power_consumption-001,SCADA_v2.3,GOOD
EQ-0012,power_consumption,2026-05-25T14:59:54.140087,57.71,kw,EQ-0012-power_consumption-001,SCADA_v2.3,GOOD
EQ-0014,temperature,2026-05-25T14:59:54.926061,60.93,celsius,EQ-0014-temperature-001,SCADA_v2.3,GOOD
EQ-0024,pressure,2026-05-25T14:59:55.226320,94.93,psi,EQ-0024-pressure-001,SCADA_v2.3,GOOD
EQ-0083,temperature,2026-05-25T14:59:55.467415,55.08,celsius,EQ-0083-temperature-001,SCADA_v2.3,GOOD
EQ-0080,pressure,2026-05-25T14:59:55.743884,,psi,EQ-0080-pressure-001,SCADA_v2.3,MISSING
EQ-0053,pressure,2026-05-25T14:59:56.076112,99.34,psi,EQ-0053-pressure-001,SCADA_v2.3,GOOD
EQ-0080,pressure,2026-05-25T14:59:56.106403,97.79,psi,EQ-0080-pressure-001,SCADA_v2.3,GOOD
EQ-0097,temperature,2026-05-25T14:59:56.787707,70.97,celsius,EQ-0097-temperature-001,SCADA_v2.3,GOOD
EQ-0011,vibration,2026-05-25T14:59:56.792744,,mm_per_sec,EQ-0011-vibration-001,SCADA_v2.3,MISSING
EQ-0090,vibration,2026-05-25T14:59:57.182444,0.0317,mm_per_sec,EQ-0090-vibration-001,SCADA_v2.3,GOOD
EQ-0006,pressure,2026-05-25T14:59:57.240866,97.5,psi,EQ-0006-pressure-001,SCADA_v2.3,GOOD
EQ-0078,temperature,2026-05-25T14:59:57.837158,59.18,celsius,EQ-0078-temperature-001,SCADA_v2.3,GOOD
EQ-0004,power_consumption,2026-05-25T14:59:58.340895,17.69,kw,EQ-0004-power_consumption-001,SCADA_v2.3,GOOD
EQ-0087,vibration,2026-05-25T14:59:58.624548,0.1073,mm_per_sec,EQ-0087-vibration-001,SCADA_v2.3,GOOD
EQ-0039,vibration,2026-05-25T14:59:58.917730,0.0223,mm_per_sec,EQ-0039-vibration-001,SCADA_v2.3,GOOD
EQ-0059,vibration,2026-05-25T14:59:59.024260,0.021,mm_per_sec,EQ-0059-vibration-001,SCADA_v2.3,GOOD
EQ-0012,power_consumption,2026-05-25T14:59:59.099449,89.59,kw,EQ-0012-power_consumption-001,SCADA_v2.3,GOOD
EQ-0009,vibration,2026-05-25T14:59:59.157174,0.012,mm_per_sec,EQ-0009-vibration-001,SCADA_v2.3,GOOD
EQ-0067,power_consumption,2026-05-25T14:59:59.160133,99.01,kw,EQ-0067-power_consumption-001,SCADA_v2.3,GOOD
EQ-0038,pressure,2026-05-25T14:59:59.584080,874.3000000000001,psi,EQ-0038-pressure-001,SCADA_v2.3,OUTLIER
EQ-0075,power_consumption,2026-05-25T14:59:59.634611,238.84,kw,EQ-0075-power_consumption-001,SCADA_v2.3,GOOD
EQ-0045,power_consumption,2026-05-25T14:59:59.868002,86.99,kw,EQ-0045-power_consumption-001,SCADA_v2.3,GOOD
EQ-0032,pressure,2026-05-25T15:00:00.040528,111.62,psi,EQ-0032-pressure-001,SCADA_v2.3,GOOD
EQ-0070,vibration,2026-05-25T15:00:00.339318,0.0008,mm_per_sec,EQ-0070-vibration-001,SCADA_v2.3,GOOD
EQ-0029,vibration,2026-05-25T15:00:00.480712,0.0418,mm_per_sec,EQ-0029-vibration-001,SCADA_v2.3,GOOD
EQ-0019,power_consumption,2026-05-25T15:00:00.542866,83.48,kw,EQ-0019-power_consumption-001,SCADA_v2.3,GOOD
EQ-0096,temperature,2026-05-25T15:00:00.555515,67.13,celsius,EQ-0096-temperature-001,SCADA_v2.3,GOOD
EQ-0004,vibration,2026-05-25T15:00:02.116999,0.1091,mm_per_sec,EQ-0004-vibration-001,SCADA_v2.3,GOOD
EQ-0034,power_consumption,2026-05-25T15:00:02.807763,381.89,kw,EQ-0034-power_consumption-001,SCADA_v2.3,GOOD
EQ-0020,pressure,2026-05-25T15:00:02.950696,101.37,psi,EQ-0020-pressure-001,SCADA_v2.3,GOOD
EQ-0097,pressure,2026-05-25T15:00:03.073628,N/A,psi,EQ-0097-pressure-001,SCADA_v2.3,INVALID
EQ-0095,pressure,2026-05-25T15:00:03.295554,98.53,psi,EQ-0095-pressure-001,SCADA_v2.3,GOOD
EQ-0051,temperature,2026-05-25T15:00:03.376960,3885.0,celsius,EQ-0051-temperature-001,SCADA_v2.3,OUTLIER
EQ-0086,power_consumption,2026-05-25T15:00:03.394840,69.65,kw,EQ-0086-power_consumption-001,SCADA_v2.3,GOOD
EQ-0083,vibration,2026-05-25T15:00:03.813774,0.0085,mm_per_sec,EQ-0083-vibration-001,SCADA_v2.3,GOOD
EQ-0067,vibration,2026-05-25T15:00:04.678172,0.0129,mm_per_sec,EQ-0067-vibration-001,SCADA_v2.3,GOOD
EQ-0013,power_consumption,2026-05-25T15:00:05.938341,21391.0,kw,EQ-0013-power_consumption-001,SCADA_v2.3,OUTLIER
EQ-0056,pressure,2026-05-25T15:00:06.004778,99.01,psi,EQ-0056-pressure-001,SCADA_v2.3,GOOD
EQ-0015,temperature,2026-05-25T15:00:07.083524,38.61,celsius,EQ-0015-temperature-001,SCADA_v2.3,GOOD
EQ-0095,temperature,2026-05-25T15:00:07.291449,45.74,celsius,EQ-0095-temperature-001,SCADA_v2.3,GOOD
EQ-0065,power_consumption,2026-05-25T15:00:08.347976,,kw,EQ-0065-power_consumption-001,SCADA_v2.3,MISSING
EQ-0077,vibration,2026-05-25T15:00:08.641807,0.0431,mm_per_sec,EQ-0077-vibration-001,SCADA_v2.3,GOOD
EQ-0064,vibration,2026-05-25T15:00:09.245567,0.0113,mm_per_sec,EQ-0064-vibration-001,SCADA_v2.3,GOOD
EQ-0047,power_consumption,2026-05-25T15:00:09.662628,23.77,kw,EQ-0047-power_consumption-001,SCADA_v2.3,GOOD
EQ-0065,temperature,2026-05-25T15:00:10.039526,48.09,celsius,EQ-0065-temperature-001,SCADA_v2.3,GOOD
EQ-0055,vibration,2026-05-25T15:00:10.246879,0.0147,mm_per_sec,EQ-0055-vibration-001,SCADA_v2.3,GOOD
EQ-0021,pressure,2026-05-25T15:00:11.554984,108.62,psi,EQ-0021-pressure-001,SCADA_v2.3,GOOD
EQ-0042,power_consumption,2026-05-25T15:00:12.444771,25.07,kw,EQ-0042-power_consumption-001,SCADA_v2.3,GOOD
EQ-0065,power_consumption,2026-05-25T15:00:12.559094,,kw,EQ-0065-power_consumption-001,SCADA_v2.3,MISSING
EQ-0043,pressure,2026-05-25T15:00:13.755959,103.2,psi,EQ-0043-pressure-001,SCADA_v2.3,GOOD
EQ-0034,vibration,2026-05-25T15:00:13.805084,,mm_per_sec,EQ-0034-vibration-001,SCADA_v2.3,MISSING
EQ-0054,power_consumption,2026-05-25T15:00:14.869126,147.84,kw,EQ-0054-power_consumption-001,SCADA_v2.3,GOOD
EQ-0058,power_consumption,2026-05-25T15:00:15.939662,65.1,kw,EQ-0058-power_consumption-001,SCADA_v2.3,GOOD
EQ-0002,vibration,2026-05-25T15:00:16.389839,0.1088,mm_per_sec,EQ-0002-vibration-001,SCADA_v2.3,GOOD
EQ-0041,pressure,2026-05-25T15:00:16.902967,102.62,psi,EQ-0041-pressure-001,SCADA_v2.3,GOOD
EQ-0045,power_consumption,2026-05-25T15:00:17.205261,122.34,kw,EQ-0045-power_consumption-001,SCADA_v2.3,GOOD
EQ-0085,power_consumption,2026-05-25T15:00:17.338512,79.72,kw,EQ-0085-power_consumption-001,SCADA_v2.3,GOOD
EQ-0098,temperature,2026-05-25T15:00:18.098724,53.92,celsius,EQ-0098-temperature-001,SCADA_v2.3,GOOD
EQ-0085,power_consumption,2026-05-25T15:00:18.429930,95.93,kw,EQ-0085-power_consumption-001,SCADA_v2.3,GOOD
EQ-0096,vibration,2026-05-25T15:00:18.744679,,mm_per_sec,EQ-0096-vibration-001,SCADA_v2.3,MISSING
EQ-0057,temperature,2026-05-25T15:00:18.995256,58.76,celsius,EQ-0057-temperature-001,SCADA_v2.3,GOOD
EQ-0069,temperature,2026-05-25T15:00:19.007657,76.07,celsius,EQ-0069-temperature-001,SCADA_v2.3,GOOD
EQ-0017,temperature,2026-05-25T15:00:19.033646,-60.07,celsius,EQ-0017-temperature-001,SCADA_v2.3,INVALID
EQ-0024,temperature,2026-05-25T15:00:19.095685,56.9,celsius,EQ-0024-temperature-001,SCADA_v2.3,GOOD
EQ-0057,power_consumption,2026-05-25T15:00:19.262397,N/A,kw,EQ-0057-power_consumption-001,SCADA_v2.3,INVALID
EQ-0066,temperature,2026-05-25T15:00:19.656266,78.08,celsius,EQ-0066-temperature-001,SCADA_v2.3,GOOD
EQ-0064,vibration,2026-05-25T15:00:19.833624,0.0338,mm_per_sec,EQ-0064-vibration-001,SCADA_v2.3,GOOD
EQ-0062,temperature,2026-05-25T15:00:20.380390,60.25,celsius,EQ-0062-temperature-001,SCADA_v2.3,GOOD
EQ-0052,temperature,2026-05-25T15:00:20.839317,64.11,celsius,EQ-0052-temperature-001,SCADA_v2.3,GOOD
EQ-0076,vibration,2026-05-25T15:00:20.885017,-0.388,mm_per_sec,EQ-0076-vibration-001,SCADA_v2.3,OUTLIER
EQ-0089,power_consumption,2026-05-25T15:00:21.630066,4.89,kw,EQ-0089-power_consumption-001,SCADA_v2.3,GOOD
EQ-0088,temperature,2026-05-25T15:00:21.844607,56.63,celsius,EQ-0088-temperature-001,SCADA_v2.3,GOOD
EQ-0020,temperature,2026-05-25T15:00:22.351056,63.38,celsius,EQ-0020-temperature-001,SCADA_v2.3,GOOD
EQ-0070,vibration,2026-05-25T15:00:22.684150,0.0259,mm_per_sec,EQ-0070-vibration-001,SCADA_v2.3,GOOD
EQ-0055,power_consumption,2026-05-25T15:00:22.848640,N/A,kw,EQ-0055-power_consumption-001,SCADA_v2.3,INVALID
EQ-0086,temperature,2026-05-25T15:00:22.927165,66.8,celsius,EQ-0086-temperature-001,SCADA_v2.3,GOOD
EQ-0073,pressure,2026-05-25T15:00:23.463691,100.0,psi,EQ-0073-pressure-001,SCADA_v2.3,GOOD
EQ-0001,power_consumption,2026-05-25T15:00:23.618230,85.65,kw,EQ-0001-power_consumption-001,SCADA_v2.3,GOOD
EQ-0026,pressure,2026-05-25T15:00:23.690357,90.18,psi,EQ-0026-pressure-001,SCADA_v2.3,GOOD
EQ-0018,pressure,2026-05-25T15:00:23.963080,73.15,psi,EQ-0018-pressure-001,SCADA_v2.3,GOOD
EQ-0032,pressure,2026-05-25T15:00:24.147219,107.21,psi,EQ-0032-pressure-001,SCADA_v2.3,GOOD
EQ-0063,temperature,2026-05-25T15:00:24.275873,57.04,celsius,EQ-0063-temperature-001,SCADA_v2.3,GOOD
EQ-0023,pressure,2026-05-25T15:00:24.983455,84.46,psi,EQ-0023-pressure-001,SCADA_v2.3,GOOD
EQ-0091,power_consumption,2026-05-25T15:00:25.774516,27.66,kw,EQ-0091-power_consumption-001,SCADA_v2.3,GOOD
EQ-0096,pressure,2026-05-25T15:00:26.037055,117.39,psi,EQ-0096-pressure-001,SCADA_v2.3,GOOD
EQ-0009,pressure,2026-05-25T15:00:26.247838,96.6,psi,EQ-0009-pressure-001,SCADA_v2.3,GOOD
EQ-0006,temperature,2026-05-25T15:00:26.300673,54.74,celsius,EQ-0006-temperature-001,SCADA_v2.3,GOOD
EQ-0036,vibration,2026-05-25T15:00:26.341994,0.0239,mm_per_sec,EQ-0036-vibration-001,SCADA_v2.3,GOOD
EQ-0036,vibration,2026-05-25T15:00:26.341994,0.0239,mm_per_sec,EQ-0036-vibration-001,SCADA_v2.3,GOOD
EQ-0037,pressure,2026-05-25T15:00:26.447646,106.85,psi,EQ-0037-pressure-001,SCADA_v2.3,GOOD
EQ-0037,pressure,2026-05-25T15:00:26.447646,106.85,psi,EQ-0037-pressure-001,SCADA_v2.3,GOOD
EQ-0009,pressure,2026-05-25T15:00:26.672649,104.37,psi,EQ-0009-pressure-001,SCADA_v2.3,GOOD
EQ-0040,power_consumption,2026-05-25T15:00:27.044423,137.2,kw,EQ-0040-power_consumption-001,SCADA_v2.3,GOOD
EQ-0072,temperature,2026-05-25T15:00:27.536275,,celsius,EQ-0072-temperature-001,SCADA_v2.3,MISSING
EQ-0086,power_consumption,2026-05-25T15:00:27.831149,59.63,kw,EQ-0086-power_consumption-001,SCADA_v2.3,GOOD
EQ-0002,pressure,2026-05-25T15:00:27.874181,93.27,psi,EQ-0002-pressure-001,SCADA_v2.3,GOOD
EQ-0011,power_consumption,2026-05-25T15:00:28.304307,23.87,kw,EQ-0011-power_consumption-001,SCADA_v2.3,GOOD
EQ-0001,temperature,2026-05-25T15:00:28.532799,62.5,celsius,EQ-0001-temperature-001,SCADA_v2.3,GOOD
EQ-0014,temperature,2026-05-25T15:00:29.398751,52.45,celsius,EQ-0014-temperature-001,SCADA_v2.3,GOOD
EQ-0063,temperature,2026-05-25T15:00:29.482813,59.97,celsius,EQ-0063-temperature-001,SCADA_v2.3,GOOD
EQ-0014,vibration,2026-05-25T15:00:29.557808,0.107,mm_per_sec,EQ-0014-vibration-001,SCADA_v2.3,GOOD
EQ-0049,temperature,2026-05-25T15:00:30.256273,73.99,celsius,EQ-0049-temperature-001,SCADA_v2.3,GOOD
EQ-0040,power_consumption,2026-05-25T15:00:30.289748,32.89,kw,EQ-0040-power_consumption-001,SCADA_v2.3,GOOD
EQ-0084,temperature,2026-05-25T15:00:32.217432,58.24,celsius,EQ-0084-temperature-001,SCADA_v2.3,GOOD
EQ-0075,temperature,2026-05-25T15:00:33.464198,49.49,celsius,EQ-0075-temperature-001,SCADA_v2.3,GOOD
EQ-0067,temperature,2026-05-25T15:00:34.086410,58.77,celsius,EQ-0067-temperature-001,SCADA_v2.3,GOOD
EQ-0016,temperature,2026-05-25T15:00:34.499009,60.38,celsius,EQ-0016-temperature-001,SCADA_v2.3,GOOD
EQ-0028,power_consumption,2026-05-25T15:00:34.586497,N/A,kw,EQ-0028-power_consumption-001,SCADA_v2.3,INVALID
EQ-0085,power_consumption,2026-05-25T15:00:34.914212,36.38,kw,EQ-0085-power_consumption-001,SCADA_v2.3,GOOD
EQ-0018,power_consumption,2026-05-25T15:00:34.929366,72.16,kw,EQ-0018-power_consumption-001,SCADA_v2.3,GOOD
EQ-0013,vibration,2026-05-25T15:00:34.939592,0.0039,mm_per_sec,EQ-0013-vibration-001,SCADA_v2.3,GOOD
EQ-0053,temperature,2026-05-25T15:00:35.988467,32.33,celsius,EQ-0053-temperature-001,SCADA_v2.3,GOOD
EQ-0034,power_consumption,2026-05-25T15:00:36.133980,25.32,kw,EQ-0034-power_consumption-001,SCADA_v2.3,GOOD
EQ-0035,power_consumption,2026-05-25T15:00:36.654189,136.9,kw,EQ-0035-power_consumption-001,SCADA_v2.3,GOOD
EQ-0003,power_consumption,2026-05-25T15:00:37.351031,110.46,kw,EQ-0003-power_consumption-001,SCADA_v2.3,GOOD
EQ-0055,temperature,2026-05-25T15:00:37.355429,44.57,celsius,EQ-0055-temperature-001,SCADA_v2.3,GOOD
EQ-0053,vibration,2026-05-25T15:00:37.589084,0.0403,mm_per_sec,EQ-0053-vibration-001,SCADA_v2.3,GOOD
EQ-0047,power_consumption,2026-05-25T15:00:37.755355,N/A,kw,EQ-0047-power_consumption-001,SCADA_v2.3,INVALID
EQ-0086,vibration,2026-05-25T15:00:38.192878,0.0113,mm_per_sec,EQ-0086-vibration-001,SCADA_v2.3,GOOD
